suite_version,suite_id,scenario_id,tier,seed,method_name,method_config_json,metric_T_r2,metric_T_dtw,metric_S_spectral_corr,metric_S_maxlag_corr,metric_S_r2,length,timestamp,package_version,git_commit,scenario_periods_json
v1.0.0,core,poly_trend_multi_harmonic,2,0,ROBUSTSTL,"{""period"":48}",0.9831155706168166,0.43585585228884816,0.9954889519813845,0.9274504704362495,0.8361448187374415,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[48]
v1.0.0,core,poly_trend_multi_harmonic,2,0,SSA,"{""primary_period"":48,""rank"":10}",0.9032041745417727,1.437159575175436,0.5618239433892871,0.6198681658805434,0.3704767975161633,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[48]
v1.0.0,core,poly_trend_multi_harmonic,2,0,STL,"{""period"":48}",0.9863560762691319,0.38534021939271557,0.9969866529504909,0.9416433002100513,0.8709699651000284,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[48]
v1.0.0,core,poly_trend_multi_harmonic,2,0,VMD,"{""DC"":0,""K"":5,""alpha"":2000.0,""init"":1,""primary_period"":48,""seasonal_num_modes"":1,""tau"":0.0,""tol"":1e-07}",0.17151793557233755,7.070377678463679,-0.03443994494009233,0.024526909823082435,-0.013330727710658935,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[48]
v1.0.0,core,poly_trend_multi_harmonic,2,0,WAVELET,"{""wavelet"":""db4""}",0.8912209154031447,1.9038099392315486,0.8720676595239725,0.8295323382784644,0.6096647241340524,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[48]
v1.0.0,core,rw_trend_freq_drifting_cycle,3,0,CEEMDAN,"{""primary_period"":50}",0.6496772967779109,4.387271147927604,0.9968953492395277,0.9416605445533783,0.874300506099089,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,rw_trend_freq_drifting_cycle,3,0,DR_TS_AE,"{""alpha_S"":5.0,""alpha_T"":10.0,""cache_model"":true,""device"":""cpu"",""hidden_channels"":[32,64],""kernel_size"":7,""latent_dim"":16,""n_epochs"":50}",-4.1570163375037295,19.3693986756774,0.6541243758589348,0.15416433138240865,-0.07198460764667791,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,rw_trend_freq_drifting_cycle,3,0,DR_TS_REG,"{""lambda_R"":0.1,""lambda_S"":50.0,""lambda_T"":100.0}",-2.358734908427424,13.8584939390956,0.7505513061964382,0.29395509650957635,-0.4861440548923174,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,rw_trend_freq_drifting_cycle,3,0,EMD,"{""primary_period"":50}",0.7307809937598192,3.6270880733102198,0.9893301555172493,0.9297969195065124,0.8516143664135488,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,rw_trend_freq_drifting_cycle,3,0,MA_BASELINE,"{""season_period"":50}",-0.26984001789700307,8.757413220739794,0.5985692934268755,0.17970270108869094,0.0291135677780427,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,rw_trend_freq_drifting_cycle,3,0,MSTL,"{""periods"":[50]}",0.771255138882402,3.532623132653723,0.8630486255266105,0.578580360963338,0.3189211621724956,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,rw_trend_freq_drifting_cycle,3,0,ROBUSTSTL,"{""period"":50}",0.7645935190481798,3.6186238329152665,0.9524887486028872,0.6730679489206459,0.4040273411195993,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,rw_trend_freq_drifting_cycle,3,0,SSA,"{""primary_period"":50,""rank"":10}",0.7559242348741291,3.408026478584808,0.999106898986887,0.9669855682955274,0.924122158073524,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
v1.0.0,core,rw_trend_freq_drifting_cycle,3,0,STL,"{""period"":50}",0.8743616965852777,2.5726573702000346,0.9705858543842494,0.7869398514027101,0.6130831556370081,512,2026-01-25T13:33:31Z,0.1.0,1365c59,[50]
